"ID","gene","pathway"
"8460","GRMZM2G122787","flavonoid biosynthesis"
"8461","GRMZM2G122787","phenylpropanoid biosynthesis"
"8462","GRMZM2G122787","simplecoumarins biosynthesis"
"8463","GRMZM2G122787","4-hydroxybenzoate biosynthesis V"
"8464","GRMZM2G122787","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"8465","GRMZM2G122787","suberin biosynthesis"
"8466","GRMZM2G315806","pseudouridine degradation"
"8467","GRMZM2G018080","pseudouridine degradation"
"8468","GRMZM2G000737","chorismate biosynthesis I"
"8469","GRMZM2G000737","3-dehydroquinate biosynthesis I"
"8470","GRMZM2G300801","serine biosynthesis"
"8471","GRMZM2G300801","triacylglycerol degradation"
"8472","GRMZM2G172322","glutathione redox reactions II"
"8473","GRMZM2G172322","glutathione redox reactions I"
"8474","GRMZM2G169320","sucrose degradation III"
"8475","GRMZM2G169320","sucrose degradation I"
"8476","GRMZM2G417455","lactose degradation III"
"8477","GRMZM2G407396","coenzyme A biosynthesis"
"8478","GRMZM5G850455","glycolysis III"
"8479","GRMZM5G850455","Calvin-Benson-Bassham cycle"
"8480","GRMZM5G850455","gluconeogenesis I"
"8481","GRMZM5G850455","glycolysis I"
"8482","GRMZM5G850455","glycolysis IV (plant cytosol)"
"8483","GRMZM2G026807","Calvin-Benson-Bassham cycle"
"8484","GRMZM2G026807","pentose phosphate pathway (non-oxidative branch)"
"8485","GRMZM2G026807","pentose phosphate pathway (partial)"
"8486","GRMZM2G026807","Rubisco shunt"
"8487","GRMZM2G162776","geranyl diphosphate biosynthesis"
"8488","GRMZM2G162776","<i>trans trans<i>-farnesyl diphosphate biosynthesis"
"8489","GRMZM2G162776","aerobic respiration -- electron donor II"
"8490","GRMZM2G119852","adenosine nucleotides <i>de novo<i> biosynthesis"
"8491","GRMZM2G119852","purine nucleotides <i>de novo<i> biosynthesis II"
"8492","GRMZM2G017616","divinyl ether biosynthesis II"
"8493","GRMZM2G017616","traumatin and (<i>Z<i>)-3-hexen-1-yl acetate biosynthesis"
"8494","GRMZM2G017616","traumatin and (<i>Z<i>)-3-hexen-1-yl acetate biosynthesis"
"8495","GRMZM2G017616","jasmonic acid biosynthesis"
"8496","GRMZM2G045979","dolichyl-diphosphooligosaccharide biosynthesis"
"8497","GRMZM2G445602","fatty acid elongation -- saturated"
"8498","GRMZM2G445602","palmitate biosynthesis II (bacteria and plants)"
"8499","GRMZM2G445602","stearate biosynthesis II (plants)"
"8500","GRMZM2G410515","<i>trans<i>-lycopene biosynthesis II (plants)"
"8501","GRMZM2G410515","<i>trans<i>-lycopene biosynthesis II (plants)"
"8502","GRMZM2G109589","brassinosteroid biosynthesis II"
"8503","GRMZM2G093125","betaxanthin biosynthesis (via dopamine)"
"8504","GRMZM2G093197","tetrapyrrole biosynthesis I"
"8505","AC209626.2_FG013","tetrapyrrole biosynthesis I"
"8506","GRMZM2G059020","arginine biosynthesis II (acetyl cycle)"
"8507","GRMZM2G059020","arginine biosynthesis I"
"8508","GRMZM2G059020","uridine-5-phosphate biosynthesis"
"8509","AC177946.2_FG004","glycolysis III"
"8510","AC177946.2_FG004","gluconeogenesis I"
"8511","AC177946.2_FG004","glycolysis I"
"8512","AC177946.2_FG004","glycolysis IV (plant cytosol)"
"8513","AC177946.2_FG004","Rubisco shunt"
"8514","GRMZM2G154007","valine degradation II"
"8515","GRMZM2G154007","leucine degradation III"
"8516","GRMZM2G154007","phenylethanol biosynthesis"
"8517","GRMZM2G154007","colanic acid building blocks biosynthesis"
"8518","GRMZM2G154007","galactose degradation III"
"8519","GRMZM2G154007","UDP-D-xylose and UDP-D-glucuronate biosynthesis"
"8520","GRMZM2G397055","valine degradation II"
"8521","GRMZM2G397055","leucine degradation III"
"8522","GRMZM2G397055","phenylethanol biosynthesis"
"8523","GRMZM2G397055","colanic acid building blocks biosynthesis"
"8524","GRMZM2G397055","galactose degradation III"
"8525","GRMZM2G397055","UDP-D-xylose and UDP-D-glucuronate biosynthesis"
"8526","GRMZM2G039129","flavonol glucosylation I"
"8527","GRMZM2G039129","flavonol glucosylation I"
"8528","GRMZM2G039129","flavonol glucosylation I"
"8529","GRMZM2G039129","cytokinins-<i>O<i>-glucoside biosynthesis"
"8530","GRMZM2G039129","cytokinins-<i>O<i>-glucoside biosynthesis"
"8531","GRMZM2G097283","linalool biosynthesis"
"8532","GRMZM2G097283","<i>trans trans<i>-farnesyl diphosphate biosynthesis"
"8533","GRMZM2G097283","geranyl diphosphate biosynthesis"
"8534","GRMZM2G097283","<i>trans trans<i>-farnesyl diphosphate biosynthesis"
"8535","GRMZM2G113775","Calvin-Benson-Bassham cycle"
"8536","GRMZM2G113775","Rubisco shunt"
"8537","GRMZM2G029055","tRNA charging pathway"
"8538","GRMZM2G029055","tRNA charging pathway"
"8539","GRMZM2G029055","tRNA charging pathway"
"8540","GRMZM2G064841","colanic acid building blocks biosynthesis"
"8541","GRMZM2G064841","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"8542","GRMZM2G064841","galactose degradation III"
"8543","GRMZM2G064841","glycogen biosynthesis II (from UDP-D-Glucose)"
"8544","GRMZM2G064841","sucrose degradation III"
"8545","GRMZM2G064841","stachyose degradation"
"8546","GRMZM2G064841","UDP-glucose biosynthesis (from glucose 6-phosphate)"
"8547","GRMZM2G064841","sucrose biosynthesis"
"8548","GRMZM2G064841","UDP-<i>N<i>-acetyl-D-glucosamine biosynthesis II"
"8549","GRMZM2G013430","cysteine biosynthesis I"
"8550","GRMZM2G451028","homogalacturonan degradation"
"8551","GRMZM2G155242","<i>myo<i>-inositol biosynthesis"
"8552","GRMZM2G155242","1D-<i>myo<i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza<i>)"
"8553","GRMZM2G070716","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"8554","GRMZM2G070716","aerobic respiration -- electron donor II"
"8555","GRMZM2G070716","NADNADH phosphorylation and dephosphorylation"
"8556","GRMZM2G107854","homogalacturonan biosynthesis"
"8557","GRMZM2G069458","adenosine nucleotides <i>de novo<i> biosynthesis"
"8558","GRMZM2G009638","adenosine nucleotides <i>de novo<i> biosynthesis"
"8559","GRMZM2G098667","glycolipid biosynthesis"
"8560","GRMZM2G098667","cytokinins-<i>O<i>-glucoside biosynthesis"
"8561","GRMZM2G098667","cytokinins-<i>O<i>-glucoside biosynthesis"
"8562","GRMZM2G099628","tRNA charging pathway"
"8563","GRMZM2G099628","tRNA charging pathway"
"8564","GRMZM2G099628","tRNA charging pathway"
"8565","GRMZM2G165622","cysteine biosynthesis I"
"8566","GRMZM2G165622","homocysteine and cysteine interconversion"
"8567","GRMZM2G165622","threonine biosynthesis from homoserine"
"8568","GRMZM2G128744","cysteine biosynthesis I"
"8569","GRMZM2G128744","homocysteine and cysteine interconversion"
"8570","GRMZM2G128744","threonine biosynthesis from homoserine"
"8571","GRMZM5G891739","superoxide radicals degradation"
"8572","GRMZM2G164974","fatty acid elongation -- saturated"
"8573","GRMZM2G164974","palmitate biosynthesis II (bacteria and plants)"
"8574","GRMZM2G164974","stearate biosynthesis II (plants)"
"8575","GRMZM2G040561","3-phosphoinositide biosynthesis"
"8576","GRMZM2G050514","ammonia assimilation cycle II"
"8577","GRMZM2G050514","nitrate reduction II (assimilatory)"
"8578","GRMZM2G050514","glutamine biosynthesis III"
"8579","GRMZM2G050514","glycolysis III"
"8580","GRMZM2G050514","Calvin-Benson-Bassham cycle"
"8581","GRMZM2G050514","gluconeogenesis I"
"8582","GRMZM2G050514","glycolysis I"
"8583","GRMZM2G050514","glycolysis IV (plant cytosol)"
"8584","GRMZM2G099860","trehalose biosynthesis I"
"8585","GRMZM2G099860","trehalose biosynthesis I"
"8586","GRMZM2G002178","jasmonic acid biosynthesis"
"8587","GRMZM2G091456","epoxysqualene biosynthesis"
"8588","GRMZM2G153536","isoleucine degradation I"
"8589","GRMZM2G153536","isoleucine biosynthesis I (from threonine)"
"8590","GRMZM2G153536","leucine degradation I"
"8591","GRMZM2G153536","leucine biosynthesis"
"8592","GRMZM2G153536","leucine degradation III"
"8593","GRMZM2G153536","pantothenate biosynthesis I"
"8594","GRMZM2G153536","valine degradation II"
"8595","GRMZM2G153536","valine degradation I"
"8596","GRMZM2G153536","valine biosynthesis"
"8597","GRMZM2G116823","betanidin degradation"
"8598","GRMZM2G116846","betanidin degradation"
"8599","GRMZM2G116902","betanidin degradation"
"8600","GRMZM2G101841","homogalacturonan degradation"
"8601","GRMZM2G152447","phosphate acquisition"
"8602","GRMZM2G152447","phosphate utilization in cell wall regeneration"
"8603","GRMZM2G152447","NADNADH phosphorylation and dephosphorylation"
"8604","GRMZM2G152477","phosphate acquisition"
"8605","GRMZM2G152477","phosphate utilization in cell wall regeneration"
"8606","GRMZM2G152477","NADNADH phosphorylation and dephosphorylation"
"8607","GRMZM2G149636","palmitate biosynthesis II (bacteria and plants)"
"8608","GRMZM2G149636","palmitate biosynthesis II (bacteria and plants)"
"8609","GRMZM2G149636","palmitate biosynthesis II (bacteria and plants)"
"8610","GRMZM2G149636","palmitate biosynthesis II (bacteria and plants)"
"8611","GRMZM2G149636","palmitate biosynthesis II (bacteria and plants)"
"8612","GRMZM2G149636","stearate biosynthesis II (plants)"
"8613","GRMZM2G321033","leucopelargonidin and leucocyanidin biosynthesis"
"8614","GRMZM2G321033","flavonol biosynthesis"
"8615","GRMZM2G321033","leucodelphinidin biosynthesis"
"8616","GRMZM2G321033","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"8617","GRMZM2G321033","luteolin biosynthesis"
"8618","GRMZM2G321033","luteolin biosynthesis"
"8619","GRMZM2G321033","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"8620","GRMZM2G170336","GDP-L-fucose biosynthesis I (from GDP-D-mannose)"
"8621","GRMZM2G170336","brassinosteroid biosynthesis II"
"8622","GRMZM2G170336","colanic acid building blocks biosynthesis"
"8623","GRMZM2G170336","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"8624","GRMZM2G170336","galactose degradation III"
"8625","GRMZM2G170336","galactose degradation I (Leloir pathway)"
"8626","GRMZM2G170336","stachyose degradation"
"8627","GRMZM2G170336","UDP-galactose biosynthesis"
"8628","GRMZM2G170336","UDP-D-galacturonate biosynthesis I (from UDP-D-glucuronate)"
"8629","GRMZM2G087275","sphingolipid biosynthesis (plants)"
"8630","GRMZM2G019260","mevalonate pathway I"
"8631","AC205100.3_FG001","glycolysis III"
"8632","AC205100.3_FG001","glycolysis I"
"8633","AC205100.3_FG001","glycolysis IV (plant cytosol)"
"8634","GRMZM2G164562","chorismate biosynthesis I"
"8635","GRMZM2G127123","lactose degradation III"
"8636","GRMZM2G001696","gluconeogenesis I"
"8637","GRMZM2G001696","superpathway of glyoxylate cycle"
"8638","GRMZM2G001814","tetrapyrrole biosynthesis I"
"8639","GRMZM2G001814","phosphatidylethanolamine biosynthesis I"
"8640","GRMZM2G174589","histidine biosynthesis"
"8641","GRMZM2G063733","methylglyoxal degradation VII"
"8642","GRMZM2G150827","chorismate biosynthesis I"
"8643","GRMZM2G105362","phospholipases"
"8644","GRMZM2G161337","tryptophan biosynthesis"
"8645","GRMZM2G093217","chorismate biosynthesis I"
"8646","GRMZM2G540403","NAD(+) transport (Peroxisomal membrane)"
"8647","GRMZM2G481529","glycolysis III"
"8648","GRMZM2G481529","gluconeogenesis I"
"8649","GRMZM2G481529","glycolysis I"
"8650","GRMZM2G481529","glycolysis IV (plant cytosol)"
"8651","GRMZM2G481529","Rubisco shunt"
"8652","GRMZM2G046679","glycolysis III"
"8653","GRMZM2G046679","gluconeogenesis I"
"8654","GRMZM2G046679","glycolysis I"
"8655","GRMZM2G046679","glycolysis IV (plant cytosol)"
"8656","GRMZM2G046679","Rubisco shunt"
"8657","GRMZM2G306732","Calvin-Benson-Bassham cycle"
"8658","GRMZM2G306732","gluconeogenesis I"
"8659","GRMZM2G306732","glycolysis I"
"8660","GRMZM2G160452","glycolipid biosynthesis"
"8661","GRMZM2G160452","cytokinins-<i>O<i>-glucoside biosynthesis"
"8662","GRMZM2G160452","cytokinins-<i>O<i>-glucoside biosynthesis"
"8663","GRMZM2G160506","GDP-mannose biosynthesis"
"8664","GRMZM2G160506","ascorbate biosynthesis I (L-galactose pathway)"
"8665","GRMZM2G160506","colanic acid building blocks biosynthesis"
"8666","GRMZM2G160506","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"8667","GRMZM2G160506","galactose degradation III"
"8668","GRMZM2G160506","glycogen biosynthesis II (from UDP-D-Glucose)"
"8669","GRMZM2G160506","sucrose degradation III"
"8670","GRMZM2G160506","stachyose degradation"
"8671","GRMZM2G160506","UDP-glucose biosynthesis (from glucose 6-phosphate)"
"8672","GRMZM2G160506","sucrose biosynthesis"
"8673","GRMZM2G160506","UDP-<i>N<i>-acetyl-D-glucosamine biosynthesis II"
"8674","GRMZM2G141799","23-dihydroxybenzoate biosynthesis"
"8675","GRMZM2G141799","valine degradation II"
"8676","GRMZM2G141799","leucine degradation III"
"8677","GRMZM2G141799","phenylethanol biosynthesis"
"8678","GRMZM2G172574","methylglyoxal degradation VII"
"8679","GRMZM2G044027","GDP-L-fucose biosynthesis I (from GDP-D-mannose)"
"8680","GRMZM2G044027","brassinosteroid biosynthesis II"
"8681","GRMZM2G044027","colanic acid building blocks biosynthesis"
"8682","GRMZM2G044027","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"8683","GRMZM2G044027","galactose degradation III"
"8684","GRMZM2G044027","galactose degradation I (Leloir pathway)"
"8685","GRMZM2G044027","stachyose degradation"
"8686","GRMZM2G044027","UDP-galactose biosynthesis"
"8687","GRMZM2G044027","UDP-D-xylose and UDP-D-glucuronate biosynthesis"
"8688","GRMZM2G044281","GDP-L-fucose biosynthesis I (from GDP-D-mannose)"
"8689","GRMZM2G044281","brassinosteroid biosynthesis II"
"8690","GRMZM2G044281","colanic acid building blocks biosynthesis"
"8691","GRMZM2G044281","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"8692","GRMZM2G044281","galactose degradation III"
"8693","GRMZM2G044281","galactose degradation I (Leloir pathway)"
"8694","GRMZM2G044281","stachyose degradation"
"8695","GRMZM2G044281","UDP-galactose biosynthesis"
"8696","GRMZM2G044281","UDP-L-rhamnose biosynthesis"
"8697","GRMZM2G044237","arginine biosynthesis II (acetyl cycle)"
"8698","GRMZM2G171232","citrulline-nitric oxide cycle"
"8699","GRMZM2G396674","phospholipases"
"8700","GRMZM2G109967","phosphatidylglycerol biosynthesis I (plastidic)"
"8701","GRMZM2G109967","phosphatidylglycerol biosynthesis II (non-plastidic)"
"8702","GRMZM2G109967","cardiolipin biosynthesis II"
"8703","GRMZM2G137839","superoxide radicals degradation"
"8704","GRMZM2G137839","ascorbate glutathione cycle"
"8705","GRMZM2G137839","ethanol degradation IV (peroxisomal)"
"8706","GRMZM2G137839","betanidin degradation"
"8707","GRMZM2G141273","phenylalanine biosynthesis II"
"8708","GRMZM2G141273","phenylalanine biosynthesis I"
"8709","GRMZM2G001079","xylan biosynthesis"
"8710","GRMZM2G158261","pseudouridine degradation"
"8711","GRMZM2G065552","pseudouridine degradation"
"8712","GRMZM2G173251","leucine biosynthesis"
"8713","GRMZM2G173251","TCA cycle variation III (eukaryotic)"
"8714","GRMZM2G173251","glutamine biosynthesis III"
"8715","AC212219.3_FG005","pinobanksin biosynthesis"
"8716","AC212219.3_FG005","leucopelargonidin and leucocyanidin biosynthesis"
"8717","AC212219.3_FG005","leucodelphinidin biosynthesis"
"8718","AC212219.3_FG005","flavonoid and flavonol biosynthesis pathway leading to anthocyanin biosynthesis and accumulation"
"8719","GRMZM2G114354","phospholipases"
"8720","GRMZM2G114354","D-<i>myo<i>-inositol (145)-trisphosphate biosynthesis"
"8721","GRMZM2G114354","phospholipases"
"8722","GRMZM2G053669","asparagine biosynthesis I"
"8723","GRMZM2G087186","valine biosynthesis"
"8724","GRMZM2G087186","isoleucine biosynthesis I (from threonine)"
"8725","GRMZM2G087186","pyruvate fermentation to ethanol II"
"8726","GRMZM2G087186","acetaldehyde biosynthesis II"
"8727","GRMZM2G087186","acetaldehyde biosynthesis I"
"8728","GRMZM2G087186","valine degradation II"
"8729","GRMZM2G087186","leucine degradation III"
"8730","GRMZM2G313272","asparagine biosynthesis I"
"8731","GRMZM2G006085","NADH to cytochrome <i>bd<i> oxidase electron transfer"
"8732","GRMZM2G006085","aerobic respiration -- electron donor II"
"8733","GRMZM2G006085","NADNADH phosphorylation and dephosphorylation"
"8734","GRMZM2G029543","fatty acid biosynthesis initiation I"
"8735","GRMZM2G455809","23-dihydroxybenzoate biosynthesis"
"8736","GRMZM2G455809","valine degradation II"
"8737","GRMZM2G455809","leucine degradation III"
"8738","GRMZM2G455809","phenylethanol biosynthesis"
"8739","GRMZM2G010328","lysine biosynthesis VI"
"8740","GRMZM2G321870","homogalacturonan degradation"
"8741","GRMZM2G000632","GDP-L-fucose biosynthesis I (from GDP-D-mannose)"
"8742","GRMZM2G000632","brassinosteroid biosynthesis II"
"8743","GRMZM2G000632","colanic acid building blocks biosynthesis"
"8744","GRMZM2G000632","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"8745","GRMZM2G000632","galactose degradation III"
"8746","GRMZM2G000632","galactose degradation I (Leloir pathway)"
"8747","GRMZM2G000632","stachyose degradation"
"8748","GRMZM2G000632","UDP-galactose biosynthesis"
"8749","GRMZM2G066352","lysine biosynthesis VI"
"8750","GRMZM2G013783","acetate conversion to acetyl-CoA"
"8751","GRMZM2G013783","ethanol degradation IV (peroxisomal)"
"8752","GRMZM2G013783","ethanol degradation II (cytosol)"
"8753","GRMZM2G013783","glycolysis III"
"8754","GRMZM2G013783","Calvin-Benson-Bassham cycle"
"8755","GRMZM2G013783","gluconeogenesis I"
"8756","GRMZM2G013783","glycolysis I"
"8757","GRMZM2G013783","glycolysis IV (plant cytosol)"
"8758","GRMZM2G003984","chorismate biosynthesis I"
"8759","GRMZM2G301823","glycolysis III"
"8760","GRMZM2G301823","gluconeogenesis I"
"8761","GRMZM2G301823","glycolysis I"
"8762","GRMZM2G301823","glycolysis IV (plant cytosol)"
"8763","GRMZM2G030036","2-deoxymugineic acid phytosiderophore biosynthesis"
